Application mode,Application order,Course,Father's qualification,Mother's occupation,Father's occupation,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),GDP,units_approved_rate_1st,units_approved_rate_2nd,Target_Graduate
15,1,10,27,6,10,1,0,1,1,0,31,6,11,6,12,0,0,6,6,6,12,0,0.8594108536376031,0.8588949026379559,1
14,1,3,27,16,41,0,0,1,0,0,20,15,15,14,12,0,10,12,20,11,12,3,0.6721282473976943,1.0029683362800077,1
1,1,12,28,10,10,1,0,1,0,0,20,8,11,6,13,0,0,7,10,8,13,-3,1.0033656537142523,1.0112237152749433,1
1,1,12,1,20,10,0,0,1,0,0,35,7,15,7,12,0,2,8,7,8,14,0,0.9979598696320121,0.9990833941828511,1
1,3,12,27,2,7,1,0,1,0,1,18,8,8,7,11,0,0,8,9,7,13,-3,0.8583075002574365,0.8484918559542781,1
14,1,14,1,1,5,1,0,1,0,0,18,6,6,6,11,0,0,6,7,6,14,0,0.9952586979728433,1.004518174503478,1
1,3,12,28,5,4,1,0,1,1,1,19,7,7,7,12,0,0,8,9,8,13,2,0.9910650010814429,1.003952941880807,1
9,1,3,27,6,4,1,0,1,0,0,26,5,14,2,10,0,0,5,19,5,13,0,0.5841830841357802,0.9982076538896337,0
4,1,3,24,1,10,0,0,1,0,1,25,15,17,11,12,0,9,13,10,8,13,0,0.8564716389764212,0.9870359566740228,1
8,3,16,28,10,6,1,0,1,0,1,18,6,8,6,12,0,0,6,6,6,13,0,0.9979646681027521,0.9994364771289943,1
8,1,10,27,10,10,0,0,1,0,1,19,6,8,6,12,0,0,6,10,6,12,1,1.0043952647307737,1.0066446935715356,1
1,5,16,14,5,6,1,0,1,1,1,19,8,7,6,12,0,0,8,11,8,14,1,1.0049620934289558,0.9918140539988132,1
8,3,10,28,6,8,1,0,1,0,1,18,6,7,6,12,0,0,6,9,6,12,-4,0.8702252785091298,0.8432284711669683,1
1,4,12,3,8,9,1,0,1,0,1,18,8,8,7,14,0,0,8,11,5,13,-3,0.9955963071261478,0.8346897281103943,1
8,1,14,1,5,4,0,0,1,1,0,23,6,6,1,10,0,0,6,18,2,0,-4,0.3654524137916507,0.0011747241151538034,0
12,1,6,27,1,1,0,0,1,1,1,21,6,12,2,11,0,0,6,19,4,14,0,0.6668781249808229,0.4511226524730793,0
15,1,16,27,5,10,1,1,0,1,0,20,6,12,2,10,0,1,6,15,3,10,0,0.6626836813212891,0.45567670043274267,0
1,1,12,28,5,11,0,0,1,1,0,31,7,6,6,14,0,0,7,7,8,13,2,0.639011782971223,0.8328638461360142,0
1,1,16,3,8,8,1,0,1,0,1,18,6,8,6,11,0,0,6,7,6,12,0,0.9978415727052378,0.8281180094326412,1
12,1,17,27,10,10,0,0,1,1,1,44,5,14,5,13,0,0,5,9,5,15,-3,0.8094746839902338,1.0060634271836857,1
1,1,15,27,5,9,1,0,1,0,1,19,5,6,5,12,0,0,5,6,5,12,0,0.9961666996128187,0.988843592754519,1
1,4,10,1,3,4,1,0,1,0,0,19,6,6,6,15,0,0,6,6,6,15,2,1.0054908401310627,1.0087363597480752,1
8,2,7,3,5,8,1,0,1,1,0,22,5,8,2,10,2,0,5,7,3,10,1,0.6270978132558859,0.30494761809153126,0
1,1,9,27,10,10,0,0,1,0,1,19,5,7,5,13,0,0,5,8,5,13,0,0.9977332721659288,1.0005321075172544,1
1,3,16,1,6,4,1,0,0,1,0,19,6,11,2,12,0,0,6,10,2,10,2,0.6090904800122656,0.30794482663479283,0
1,1,12,27,8,11,0,0,1,0,1,19,7,16,7,11,0,0,8,9,8,13,0,0.8709295505773619,0.8552533594869078,1
12,1,13,27,10,9,0,0,1,0,1,18,8,8,6,12,0,0,6,9,6,15,-3,0.9995280628122213,0.9942615914084556,1
12,1,2,27,5,10,1,0,0,1,0,23,6,4,0,0,0,0,6,0,0,0,2,0.029381767678044346,0.0149963017668625,0
12,1,3,27,1,12,0,0,0,0,0,42,7,8,0,0,0,0,7,8,0,0,-4,0.02638376856620604,0.030715678655436843,0
8,1,14,14,2,4,0,0,1,1,1,19,6,6,6,14,0,0,6,9,6,14,0,1.0080248094339137,1.0149413800595535,0
1,1,15,27,10,10,0,0,1,0,0,18,6,8,5,11,0,0,6,10,5,12,2,0.6402420433705934,0.8508654516189348,1
14,1,4,5,7,1,0,0,1,0,1,22,6,11,5,14,0,1,6,9,3,11,0,0.6682110068218438,0.4334800245141559,0
15,1,14,14,10,11,0,0,1,1,0,18,6,9,5,13,0,0,6,8,4,15,0,0.8616274624283573,0.8175809904505681,1
14,1,7,1,6,4,0,0,1,0,0,18,6,9,5,11,0,0,6,9,5,11,0,0.9974078917588372,0.678148610055918,0
1,1,10,1,5,4,0,0,1,0,1,18,6,13,10,12,0,0,6,6,6,13,3,0.9976065083834333,0.9905921618346661,1
1,1,5,14,6,11,1,0,1,1,1,18,6,6,6,14,0,0,6,6,6,12,0,1.012176490955101,1.0068190198066636,1
6,3,12,1,5,3,1,1,1,1,0,19,7,11,2,13,0,0,8,13,3,0,3,0.6696930273294769,0.27564032023276275,0
14,1,10,1,10,8,1,0,1,0,0,19,11,7,6,14,0,10,12,11,8,13,0,0.9899219992767287,0.9967252558251507,1
13,1,13,28,5,11,0,0,1,1,0,27,7,14,2,12,0,0,8,11,2,12,0,0.6552501857845797,0.34040748078587113,0
1,1,5,2,4,10,1,0,1,1,1,19,7,10,8,13,0,0,8,8,8,14,1,1.0022657977067713,0.9961400767320041,1
1,1,14,1,4,5,1,0,1,1,0,20,5,10,5,10,0,0,5,12,5,11,0,0.6042156043498609,0.26640453760813304,1
8,1,12,28,8,11,0,0,1,0,1,19,6,10,6,12,0,0,7,10,6,13,2,1.00229267286266,0.9907701363979261,1
12,1,9,27,10,10,0,0,1,0,0,27,8,12,2,10,6,0,5,12,3,11,-3,0.6691149283490447,0.2642435707640242,0
13,1,12,1,4,5,1,0,1,1,0,18,7,7,7,14,0,0,7,9,8,13,2,0.9991984282669929,0.8181623548926602,0
1,1,5,14,20,4,1,0,1,0,1,19,6,5,6,12,0,0,6,8,6,13,2,1.0012054745664525,1.007233504109512,1
1,1,3,27,2,4,0,0,1,0,0,26,5,8,0,10,0,0,7,10,2,0,0,0.007558225328731762,-0.000277584406039691,0
1,1,8,27,10,10,1,0,1,1,0,29,10,11,8,10,0,4,5,11,3,13,0,0.6474928056895924,0.2678182701139252,0
1,3,9,28,10,11,1,0,1,1,1,18,5,6,0,0,0,0,5,6,0,0,1,1.0087092178989059,0.48617340100242107,1
1,5,14,28,5,9,1,0,1,1,0,20,6,10,6,13,0,0,6,5,6,13,-3,0.9938574127900216,1.0025415883684865,0
12,1,3,27,1,8,0,0,0,0,0,26,3,-1,0,0,0,0,4,0,0,0,0,0.016940510312441474,0.008440331870435837,0
7,1,5,27,10,10,1,0,1,1,1,24,6,6,0,0,0,0,6,6,0,0,0,0.04149929567527831,0.03451226866434014,1
8,2,9,1,6,4,1,0,1,0,0,18,5,6,6,13,0,0,5,6,5,13,1,1.0005494960424064,1.0109152987836434,1
4,1,9,27,5,7,0,0,1,0,1,44,5,6,0,0,0,0,5,10,0,0,0,-0.005488142077221243,0.003771124260455289,0
1,2,9,27,10,6,1,0,1,0,1,24,5,8,3,11,0,0,5,8,5,14,-3,0.8071212159309645,0.8149550418508449,0
16,1,9,27,15,8,0,0,1,0,0,49,10,11,5,10,7,4,12,13,6,10,0,0.6126189456366179,0.41352838408603443,1
14,1,9,1,3,12,0,1,1,1,0,24,5,6,5,11,0,0,5,9,3,12,1,0.9974481148263459,0.4156075774046312,0
14,1,16,3,3,3,1,0,1,1,0,20,6,11,2,14,0,0,6,12,2,13,2,0.6476212795519206,0.3531376260917143,0
1,3,12,27,10,10,1,0,1,0,1,19,7,8,7,11,0,0,8,8,6,13,2,0.6799253739391186,0.8518399889907574,1
7,1,11,14,6,6,0,1,1,1,1,19,6,7,6,13,0,0,6,6,6,13,1,1.0111609692396943,0.8725041355797919,0
1,3,15,27,6,10,1,0,1,1,0,18,6,8,6,11,0,0,6,10,6,12,-3,1.005449553011796,0.8657693620896137,1
1,1,12,27,10,8,1,0,1,0,1,18,8,8,9,13,0,0,8,15,8,13,2,0.8529043088175061,1.005844882428827,1
1,2,12,28,10,10,1,0,1,0,0,28,8,11,7,12,0,0,8,10,7,13,-3,0.8652637473139038,0.8228767970006484,1
14,1,14,1,5,4,1,0,1,0,0,19,6,7,0,13,0,0,6,0,0,0,0,0.0025746455670548514,-0.0034465306225920393,0
1,1,9,27,6,8,1,0,1,1,0,19,5,6,5,11,2,0,5,9,5,13,1,0.6250005151954281,0.860206646589486,0
8,1,16,3,5,10,1,0,1,0,0,19,6,8,6,12,0,0,8,9,8,13,-3,0.9949529697622174,1.0058220861336735,0
8,6,12,3,5,3,1,0,1,1,1,18,7,0,0,0,1,0,7,0,0,0,0,0.014541705799181421,0.01767621974557912,0
1,2,6,27,10,8,0,0,1,0,0,24,5,14,6,14,0,0,5,7,6,13,0,0.8175418477766385,0.9983216098485921,1
14,1,16,27,5,11,0,0,1,0,0,25,14,17,15,12,7,7,13,11,10,13,0,0.8391369555381482,0.8548970276187866,1
8,3,14,2,5,3,1,0,1,0,0,19,6,12,2,0,0,0,6,10,0,10,0,0.029373715897157315,0.4110857096422887,0
14,1,5,1,5,3,0,0,1,0,1,32,6,14,6,13,0,0,6,9,6,12,0,1.004663571285334,1.0033733361959605,1
1,2,12,1,6,4,1,0,1,0,0,18,8,9,7,14,1,0,8,8,8,13,-3,0.6648865706768062,0.8371843825942009,1
12,1,17,27,10,10,0,0,1,1,0,43,5,8,3,11,0,0,5,8,5,13,0,0.8282357326447572,0.8345600335508732,0
8,1,15,1,6,8,1,0,1,0,0,18,6,6,6,12,0,0,6,6,6,13,2,1.0052061144866284,1.0144349730827518,1
1,3,15,14,5,5,1,0,1,0,0,18,7,8,6,14,0,0,8,7,8,13,-3,0.9965679447261757,0.9908185093611448,1
1,1,9,27,10,9,1,1,1,1,1,20,5,6,5,12,0,0,5,6,5,11,1,0.644913806286682,0.3801712970730938,1
1,1,9,2,10,3,1,0,1,1,0,19,5,6,3,14,0,0,5,7,6,15,3,0.9947875998067701,0.9996424687409357,0
1,1,2,1,10,6,1,0,1,0,1,19,8,8,10,14,0,0,8,8,8,11,0,0.9889010576543245,1.0077149805882708,1
12,1,3,14,5,6,0,0,1,0,0,32,6,6,6,14,0,0,6,9,6,13,0,1.0107182186000387,0.02005659808812981,1
1,3,12,3,5,10,1,0,1,0,1,21,8,8,7,12,0,0,8,13,7,12,0,0.8677023146707178,0.8283070615674469,0
1,1,3,1,10,11,1,0,1,0,1,23,6,8,5,14,0,0,6,8,5,13,2,1.0038416325949635,0.9925320417520062,1
1,4,9,27,10,10,1,0,0,1,0,21,5,8,2,0,0,0,5,8,0,0,-1,-0.027910839064812083,-0.010865636281269384,0
8,1,15,1,8,9,0,0,1,0,0,19,6,6,6,12,0,0,6,6,6,13,2,1.003947314297457,1.0043630499549696,0
1,5,10,1,6,10,1,0,1,0,0,21,6,6,6,13,0,0,6,6,6,12,2,1.0031012518679066,1.0128550766337472,1
8,1,12,1,5,10,1,0,1,0,1,19,8,10,5,12,0,0,8,9,8,11,0,0.8435201693049841,0.846394084345749,1
14,1,16,27,10,10,1,0,0,0,1,19,6,14,6,11,0,0,6,10,6,10,-3,0.8514080247747319,0.5722045888221741,1
3,1,9,14,5,5,1,0,1,0,1,20,6,6,6,12,0,0,6,6,5,11,1,0.9921610092006636,0.8308746846138655,0
14,1,17,27,10,10,0,0,0,0,1,26,8,8,4,11,2,0,5,10,5,13,0,0.8377703756229489,0.8314940013665227,1
7,1,5,1,10,9,1,0,0,1,1,22,6,14,1,14,0,0,6,12,0,10,1,0.23447458676100036,0.3966164866327012,0
12,1,17,24,10,9,0,0,1,1,0,32,5,5,0,0,0,0,5,7,0,0,1,0.03142114993168007,-0.011617033129277657,0
8,1,9,27,6,9,1,1,0,1,0,29,5,6,2,10,0,0,5,9,3,10,1,0.6186087823855616,0.4079808305648996,0
14,1,3,27,2,10,0,0,1,0,0,22,6,11,2,10,0,0,7,11,0,0,0,0.38757371754318154,-0.03250589131376621,0
1,3,15,1,5,3,1,0,1,0,0,18,5,6,6,13,0,0,6,6,5,12,3,1.0034717807623343,1.0073443268729128,1
13,6,9,10,5,10,1,0,0,1,0,19,5,12,2,10,0,0,5,11,2,10,1,0.45719986740171537,0.33424753412086644,0
9,1,12,27,6,8,1,0,1,0,1,19,8,12,7,11,0,0,8,10,7,13,-3,0.5131756889183261,0.836127243591581,0
1,1,2,1,5,11,1,0,0,1,0,21,0,1,0,0,0,0,0,0,0,0,0,0.004007602932777126,-0.01867969536845045,0
1,4,6,27,10,10,1,0,0,0,1,19,5,5,5,11,0,0,5,6,5,12,3,0.5858336153360988,0.6386951081642253,1
14,1,10,27,10,10,0,0,1,1,1,32,6,13,6,11,0,0,6,9,6,12,0,0.8485901433093807,0.8531186191733086,0
14,9,9,14,32,9,1,0,0,1,0,18,6,5,0,0,0,0,5,11,0,0,3,0.17712988556677992,0.00647764706454223,0
8,3,15,28,3,7,0,0,1,0,0,19,6,12,4,11,0,0,8,10,3,12,0,0.5282859902448023,0.4498372134300754,0
1,1,14,1,10,4,0,0,1,0,0,28,5,6,4,12,2,0,5,10,5,12,0,0.9924999905643973,0.4136603219345469,1
12,1,2,1,5,6,0,0,1,1,0,26,3,0,0,0,1,0,0,0,0,0,-3,0.018940453945602405,0.02096293522618279,0
1,1,12,27,8,8,1,0,1,0,0,20,7,7,7,13,0,0,8,9,8,12,0,0.8556502349562466,0.35884864404897787,0
1,5,15,3,6,3,1,0,1,1,1,24,6,6,6,13,0,0,6,6,0,0,0,0.02970392849485737,0.017259293163550942,0
14,1,9,3,8,2,0,0,1,0,0,22,6,6,0,0,0,0,6,9,0,0,1,0.0052011859158297685,0.011269931573706253,0
4,1,5,28,13,10,0,0,1,1,0,39,15,22,13,12,0,1,10,15,12,12,0,0.5879865335090643,0.362919289259142,1
1,3,9,1,6,9,1,0,0,0,0,18,5,5,0,0,0,0,5,5,0,0,1,0.01416504440266448,0.01126440022737504,0
8,1,7,1,10,9,0,0,0,1,0,42,5,6,0,0,0,0,5,5,0,0,3,-0.010118012255457541,0.002231776386337075,0
8,6,8,3,6,9,1,0,1,1,1,24,6,6,6,13,0,0,6,10,6,13,1,1.0049185454556495,1.0076668685488142,0
1,5,15,14,8,9,0,0,1,0,1,42,6,6,6,11,0,0,6,6,5,13,-3,1.0161604891126093,1.0088303759515076,1
1,1,10,28,10,9,1,0,1,0,1,18,6,12,6,13,0,0,6,10,6,12,0,1.0049689950911596,0.8553046933890466,1
1,1,14,24,1,11,0,0,1,1,0,23,6,11,6,14,0,0,6,12,5,11,0,0.8511429924773188,0.3954635584552335,1
8,4,12,27,10,3,0,0,1,0,1,18,6,10,6,11,0,0,6,8,6,13,-3,0.9993538170637463,0.9987084572408613,1
1,1,10,27,5,6,0,0,1,0,0,26,6,14,0,10,0,0,6,0,0,0,1,0.0036880939868616106,0.006688094005463027,0
12,1,14,28,1,3,1,0,1,0,0,40,5,9,2,10,0,0,5,5,0,0,1,0.6329102871214061,-0.007865009945878704,0
1,2,6,14,10,11,1,0,1,0,0,18,6,8,6,11,0,0,5,9,5,12,2,1.00046833731179,0.851566557537519,1
1,3,12,27,8,8,1,0,1,0,1,18,8,8,7,13,0,0,8,8,8,13,2,0.8783887482760913,0.8774809836457863,1
12,1,10,24,10,2,0,0,1,1,0,24,6,13,2,12,0,2,6,14,3,10,0,0.6466916329171545,0.3987950545891414,0
1,2,9,10,10,9,1,0,1,0,1,19,5,9,5,13,2,0,5,8,5,14,0,0.9901835048410768,0.9937868525184292,1
1,1,6,27,10,10,1,0,1,1,0,20,6,11,6,12,0,0,11,8,5,11,0,1.004766303127855,0.3611325345255608,1
1,1,10,3,4,5,1,0,0,0,0,19,8,7,7,14,0,0,8,9,8,13,2,0.9923479540169781,0.8361192696294788,1
12,1,6,27,10,10,1,0,0,1,0,20,6,6,2,11,0,0,6,8,3,13,-3,1.0032065240572157,0.4627216419449193,0
1,6,10,27,10,7,1,0,1,0,1,26,6,0,0,0,0,0,6,0,0,0,0,-0.0009719745413807183,0.0003570781802911585,1
1,5,12,28,5,10,1,0,1,0,1,18,5,9,7,13,0,0,5,8,7,13,-3,0.6349044301253776,0.2807569325840115,1
1,1,15,1,6,11,0,0,1,0,0,19,6,7,5,13,0,1,6,6,6,13,2,0.9953762531688621,0.8343980402763602,1
12,1,3,27,10,10,0,0,1,0,1,45,13,6,6,11,0,0,6,7,6,14,0,0.9906635259581804,1.0057279839788842,1
1,1,14,28,5,10,0,0,1,0,1,19,6,7,5,14,0,0,6,9,4,14,-3,0.8548672515411575,1.0007060185766317,1
1,2,12,14,5,4,1,0,1,1,1,19,8,8,2,13,1,0,8,8,2,12,1,0.9993437990488657,0.8154599942049028,0
12,1,4,1,5,11,0,0,1,0,0,41,6,15,0,0,0,1,6,9,0,0,-4,0.02144185806603582,0.011730776643774133,0
1,2,7,1,6,8,1,0,1,0,1,19,5,6,2,11,0,0,5,5,5,12,1,0.9991111897159451,1.0027813734687114,1
14,3,9,27,10,9,1,0,1,0,0,19,5,6,0,0,0,0,5,0,0,0,-3,0.0009140774132880804,-0.01678605077503837,1
14,1,14,24,5,3,0,0,0,0,0,30,6,11,0,0,0,0,4,0,0,0,0,0.010676374962800854,-0.022935725587456532,0
12,1,14,24,8,1,0,0,1,0,0,31,5,6,0,0,0,0,6,5,0,0,0,0.011348245490718393,0.014526409336799391,0
1,5,12,14,5,10,1,0,1,0,1,20,8,7,6,13,0,0,8,12,8,13,0,0.9946517997745964,1.001228436583711,1
1,6,13,3,6,2,0,0,1,0,1,18,7,6,0,0,0,0,7,9,0,0,-3,0.004588655116033195,-0.0003673310411888115,0
7,1,5,2,6,9,1,0,1,1,1,19,6,5,6,12,0,0,6,6,6,12,3,1.0061393438450772,1.0081924718402757,1
14,1,17,27,10,10,0,0,0,1,0,27,5,12,2,10,0,0,5,20,3,10,-3,0.5922849762638674,0.46878983972840493,0
14,1,14,14,1,1,0,0,1,0,0,25,11,12,6,11,0,0,7,11,5,15,0,0.8352009825109553,1.0032181184055782,1
1,3,2,1,6,11,1,0,1,0,1,19,0,0,0,0,0,0,0,0,0,0,2,-0.007741235967351119,0.01300048104362388,0
8,3,6,28,6,9,1,0,1,1,1,19,6,5,6,15,0,0,6,6,6,13,0,1.010506389032543,1.0085157318239457,1
14,1,12,27,6,9,0,0,1,1,0,33,7,15,0,10,0,0,7,12,0,0,1,0.01761393007045115,-0.023856956713940333,0
8,1,10,28,10,10,0,0,1,0,1,18,6,7,6,13,0,0,6,7,6,12,0,0.6639627057862924,0.8466616731978835,0
1,1,12,1,8,8,1,0,1,0,1,18,7,8,7,14,0,0,8,8,7,13,2,0.8434269534173137,0.9947495222969229,1
4,1,5,2,5,7,0,1,0,1,0,26,5,5,2,10,0,0,5,8,2,14,3,0.22742970538984175,0.35111337666822273,0
9,1,14,27,6,9,1,0,1,0,1,18,6,6,6,11,0,0,6,6,6,13,2,0.9986264500258301,1.0014289384604227,1
12,1,14,24,1,3,1,0,1,0,0,18,6,9,4,12,0,2,6,10,4,10,2,0.8255821581370804,0.49188891653582706,0
1,1,14,3,5,9,1,0,1,0,0,18,6,7,2,10,0,0,6,5,0,0,0,0.020069575695272002,0.0026581768865016975,0
1,1,6,1,10,4,1,0,1,0,1,22,6,6,6,12,0,0,6,10,6,15,-3,0.9993896626059426,1.0110948350523616,1
12,1,12,27,5,10,0,0,1,0,1,39,6,7,6,13,0,0,6,8,6,13,0,0.8361898379842899,1.0037441645000122,1
4,1,3,5,7,7,0,0,1,0,1,40,16,15,15,13,0,8,12,18,5,14,0,1.002873666963157,1.004730904879268,1
1,4,10,27,10,6,1,0,1,1,1,20,6,5,5,11,0,0,6,6,6,11,0,0.9935905999348017,0.833885325232136,1
3,1,5,28,5,10,0,0,1,0,1,20,6,10,6,10,0,0,6,10,6,14,1,0.8395114026967442,0.8394448061485718,1
1,4,10,28,10,9,1,0,1,0,1,18,6,6,6,12,0,0,6,6,6,12,1,1.006174658897069,1.0039473427638423,1
8,1,9,28,10,9,1,0,1,1,1,19,5,6,4,11,0,0,5,11,3,11,1,0.8233053646721329,0.81305718605255,0
1,1,9,1,12,10,1,0,1,0,0,24,11,10,5,12,0,4,5,10,2,12,3,0.6261990942768637,0.8407444316091879,1
1,1,2,14,5,7,1,0,1,0,1,35,6,0,0,0,0,0,0,0,0,0,0,0.029228000443661206,0.016298713594040403,0
1,3,12,27,10,10,1,0,1,1,1,27,8,9,6,14,0,0,8,10,6,14,1,0.9959619600835914,1.001093502546138,1
4,1,12,3,5,8,0,0,1,0,0,21,7,7,7,14,0,0,8,9,8,13,0,0.8540132796762809,0.9976961656144216,1
1,1,9,27,6,6,1,0,1,1,0,25,5,5,2,10,0,0,5,6,2,13,-3,0.15969376515907466,0.1683788319585184,0
1,3,2,14,5,11,1,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0.015612932539268359,-0.0033221321272835355,0
14,1,13,27,8,10,0,0,1,0,1,27,8,11,9,12,0,0,8,11,7,13,0,0.664931375461816,0.8609530993363843,1
14,1,16,27,10,10,1,0,1,1,1,19,6,14,0,11,0,0,6,9,2,10,-3,0.565613712102167,0.4838231148750484,0
14,1,17,27,1,9,0,0,1,0,0,23,16,11,5,12,0,1,11,9,5,11,-3,0.8476143828320183,0.8202453739722387,1
8,1,7,2,5,4,1,0,1,1,1,18,6,5,2,11,0,0,5,5,3,0,3,0.6703144646364745,0.00788454206743545,0
8,3,7,27,10,8,0,0,1,0,1,23,5,8,5,13,0,0,8,9,5,13,-3,0.8245536970665432,0.834299832484784,1
8,1,9,27,10,9,0,0,1,1,0,23,5,14,2,11,0,0,5,11,2,10,2,0.6053151495474158,0.6454136832408002,0
1,1,14,1,3,3,1,0,1,1,0,24,6,6,0,0,0,0,6,6,0,0,2,0.34161508794238904,0.013262600248651352,1
14,1,6,27,10,9,0,0,1,0,0,18,6,6,6,11,0,0,6,6,5,13,-3,0.9919314777432435,1.007620214612734,0
17,1,9,27,23,22,1,1,1,1,0,31,13,24,12,12,1,11,13,15,13,13,-4,0.2210146185249892,0.43458434901549114,0
13,1,2,29,10,3,1,0,1,1,0,20,10,13,9,14,0,4,10,15,11,10,3,0.639371356066947,0.4585874134275586,0
1,1,11,14,10,3,0,0,1,1,0,35,6,12,2,13,0,1,6,14,3,10,0,0.5070004223751116,0.3581144195771995,0
1,2,11,14,8,6,0,0,1,0,1,18,6,8,6,12,0,0,6,6,4,14,-3,0.9963716892863494,0.9916606415706377,1
1,3,12,27,10,4,1,1,1,0,0,20,8,15,7,12,0,0,8,8,8,12,0,0.8267682893006228,0.9967902421496405,1
1,1,12,1,10,10,1,0,1,0,1,19,8,11,9,14,0,0,8,11,8,14,-3,0.9888713979794113,1.0069226410742314,1
1,1,12,28,10,10,1,0,1,1,1,22,8,6,7,14,1,0,8,8,0,13,-3,0.6901671983026931,0.8144276615309083,1
12,1,17,14,5,9,0,0,1,1,0,30,5,11,4,12,0,0,5,7,3,12,2,0.24740030071934704,0.6160113580864403,0
1,1,5,1,20,4,1,0,1,1,0,19,6,6,6,14,0,0,6,6,6,13,2,1.0004527781569463,1.0036083214500977,1
1,2,12,3,5,8,1,0,0,0,0,19,7,12,7,13,0,0,8,14,3,13,2,0.6251132250224214,0.37682762119604124,1
12,1,3,24,5,8,0,0,1,0,1,19,6,6,6,14,0,0,6,6,0,0,0,0.47351397948725354,-0.011199307523484955,1
14,1,14,24,5,1,0,0,1,0,0,38,6,6,0,0,0,0,3,5,0,0,2,0.009854906245424991,0.02203874422284131,1
13,1,14,1,5,9,0,0,0,1,0,25,5,7,2,10,2,0,5,9,4,13,1,0.6557610858392728,0.36941420482210235,0
14,1,5,28,4,4,1,0,1,0,1,18,7,12,9,14,0,0,8,9,8,13,3,0.9976781064742072,1.0022460839581506,1
1,1,10,1,10,10,0,0,1,1,1,18,6,14,6,12,0,0,6,10,5,11,1,0.6884096329253732,0.40823043108181273,0
14,1,3,27,10,9,0,0,1,0,0,19,6,6,6,13,0,0,6,6,6,13,1,0.8356471110898036,1.0069897875021308,1
1,1,5,28,10,4,1,0,1,1,0,18,6,6,5,13,0,0,6,9,6,13,0,1.000789964317257,0.8435181393603965,1
1,1,9,28,10,6,1,0,1,0,1,18,5,8,7,13,0,0,5,8,8,14,-3,0.9943606744628706,0.9967359114911398,1
1,1,14,1,5,4,0,1,1,1,0,23,6,5,2,14,0,0,5,6,0,13,-4,0.25997983529634944,0.0006054149981308207,0
15,1,6,27,6,1,0,1,1,1,0,22,6,13,2,14,0,1,6,12,3,10,0,0.47511609397241555,0.5172982576709537,0
1,4,6,3,5,4,1,0,1,1,0,19,5,6,2,10,0,0,5,0,0,0,1,0.002812853196789447,-0.014813129732880945,0
7,1,9,28,10,9,1,0,1,0,1,19,6,6,6,14,0,0,6,6,6,12,0,0.9988813340179296,1.00665954090102,1
8,5,7,3,6,9,0,0,0,0,0,19,3,6,0,0,0,0,5,0,0,0,3,0.007163288462267374,0.011818213335221022,0
1,1,15,1,6,8,1,0,1,1,1,19,6,6,6,12,0,0,6,7,6,13,2,0.999984347276084,1.003115791780324,0
12,1,9,1,5,11,1,0,1,1,0,29,6,15,2,10,0,1,5,12,3,12,0,0.6171391866946514,0.38649592697021007,0
1,2,16,1,10,8,0,0,1,1,1,18,6,11,2,12,0,0,6,10,0,11,-4,0.43502558127169316,0.3885655093569705,0
14,1,17,28,7,4,0,0,0,0,0,18,5,10,2,12,0,0,5,8,4,14,-4,0.6142538786230012,0.5997810713868431,0
6,1,10,10,6,9,1,0,1,0,0,23,6,8,2,10,0,0,5,10,0,0,3,0.6442561684391963,-0.03109957239618871,0
12,1,4,27,10,1,0,0,0,1,0,42,5,5,0,0,3,0,5,5,0,0,0,0.025276805022446096,0.028743400541492263,0
1,3,6,28,10,11,0,0,1,0,1,18,5,7,2,12,0,0,5,8,0,0,1,0.6394072473623128,0.4317447237506294,0
1,1,14,14,22,6,1,0,0,0,0,18,5,8,2,12,0,0,5,9,5,13,1,0.8324252134539959,0.8405810478494659,0
13,3,14,1,5,5,0,0,1,1,0,20,7,14,6,11,0,0,6,11,3,12,1,0.696701284461804,0.8590600520459198,0
12,1,12,27,5,5,0,0,0,0,0,30,7,10,7,14,0,0,7,12,0,13,-3,0.5037599089128727,0.49594074179824005,0
14,1,12,27,5,4,0,0,1,0,1,19,7,8,7,12,0,0,8,9,8,14,2,0.8472640174699748,1.0054261500569055,1
1,1,2,14,10,10,1,1,0,0,0,24,6,0,0,0,0,0,0,0,0,0,0,0.004548486012491995,-0.007256629078717459,0
8,1,2,14,10,10,1,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,3,0.018557927606593798,0.02259428056375779,0
12,1,10,1,5,3,0,0,1,0,0,22,5,9,5,12,0,0,5,7,5,12,0,0.9869962609956111,0.9903915843668057,1
1,1,2,14,2,9,1,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,3,0.021192156251219244,-0.010227445027489082,0
14,1,9,27,10,10,1,0,1,0,1,31,5,6,2,14,2,0,5,5,5,14,-1,0.6271898433468105,1.002958290715168,1
1,2,12,1,5,5,1,0,1,1,0,20,7,11,4,12,0,0,7,15,3,13,2,0.6441289590632758,0.16533613171774153,0
